strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
OA11	ve405	Allicock_2021	Yale	2014-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2014	2	2	2
OA12	ve4012	Allicock_2021	Yale	2014-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2014	2	2	2
KJ189350.1	DENV-1/PR/BID-V7704/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189351.1	DENV-1/PR/BID-V7705/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189352.1	DENV-1/PR/BID-V7706/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189353.1	DENV-1/PR/BID-V7707/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189354.1	DENV-1/PR/BID-V7708/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189355.1	DENV-1/PR/BID-V7709/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189356.1	DENV-1/PR/BID-V7710/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189357.1	DENV-1/PR/BID-V7712/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189358.1	DENV-1/PR/BID-V7713/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KJ189359.1	DENV-1/PR/BID-V7719/2012	Zody_2014	NCBI	2012-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2012	10	10	10
KU509249.1	DENV1-17388	Shihada_2017	NCBI	2012-XX-XX	Jamaica	1	1_V	0	1	0	0	2012	2	1	2
MG877553.1	Haiti2012	Fontaine_2018	NCBI	2012-XX-XX	Haiti	1	1_V	0	1	0	0	2012	2	1	2
OA10	ve346	Allicock_2021	Yale	2012-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2012	1	1	1
OA07	vr18	Allicock_2021	Yale	2011-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2011	3	3	3
OA08	vr19	Allicock_2021	Yale	2011-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2011	3	3	3
OA09	vr21	Allicock_2021	Yale	2011-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	2011	3	3	3
KJ189360.1	DENV-1/PR/BID-V7722/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189361.1	DENV-1/PR/BID-V8181/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189362.1	DENV-1/PR/BID-V8182/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189363.1	DENV-1/PR/BID-V8183/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189364.1	DENV-1/PR/BID-V8184/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189365.1	DENV-1/PR/BID-V8185/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189366.1	DENV-1/PR/BID-V8187/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KJ189367.1	DENV-1/PR/BID-V8188/2010	Zody_2014	NCBI	2010-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2010	10	8	10
KU509264.1	DENV1-18037	Shihada_2017	NCBI	2010-XX-XX	Haiti	1	1_V	0	1	0	0	2010	1	1	1
DH145	BID V852	Ott_2022	Yale	2006-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2006	25	25	25
MW945426.1	DENV1/PUERTORICO/2006/BID-V852	Katzelnick_2021	NCBI	2006-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2006	25	25	25
EU482591.1	DENV-1/US/BID-V852/2006	Henn_2008	NCBI	2006-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	2006	25	25	25
OA05	CAREC_0101765	Allicock_2021	Yale	2001-XX-XX	Barbados	1	1_V	0	1	0	0	2001	2	2	2
FJ390378.1	DENV-1/US/BID-V1738/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
FJ390379.1	DENV-1/US/BID-V1741/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
FJ390380.1	DENV-1/US/BID-V1742/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
FJ410173.1	DENV-1/US/BID-V2093/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
FJ205872.1	DENV-1/US/BID-V1739/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
FJ205873.1	DENV-1/US/BID-V1740/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
EU482567.1	DENV-1/US/BID-V1162/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
EU482592.1	DENV-1/US/BID-V853/1998	Henn_2008	NCBI	1998-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1998	47	47	47
KF921911.1	DENV-1/PR/BID-V2141/1996	Zody_2014	NCBI	1996-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1996	18	18	18
FJ478457.1	DENV-1/US/BID-V2138/1996	Henn_2008	NCBI	1996-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1996	18	18	18
FJ410182.1	DENV-1/US/BID-V2131/1996	Henn_2008	NCBI	1996-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1996	18	18	18
FJ410188.1	DENV-1/US/BID-V2139/1996	Henn_2008	NCBI	1996-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1996	18	18	18
FJ410189.1	DENV-1/US/BID-V2140/1996	Henn_2008	NCBI	1996-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1996	18	18	18
FJ547086.1	DENV-1/US/BID-V2130/1995	Henn_2009	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ390374.1	DENV-1/US/BID-V1734/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ410174.1	DENV-1/US/BID-V2094/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ410180.1	DENV-1/US/BID-V2128/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ410181.1	DENV-1/US/BID-V2129/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ205874.1	DENV-1/US/BID-V1743/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ205875.1	DENV-1/US/BID-V1744/1995	Henn_2008	NCBI	1995-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1995	17	17	17
FJ410175.1	DENV-1/US/BID-V2095/1994	Henn_2008	NCBI	1994-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1994	58	58	58
FJ410179.1	DENV-1/US/BID-V2127/1994	Henn_2008	NCBI	1994-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1994	58	58	58
FJ562105.1	DENV-1/US/BID-V2096/1993	Henn_2009	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410183.1	DENV-1/US/BID-V2132/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410184.1	DENV-1/US/BID-V2133/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410185.1	DENV-1/US/BID-V2134/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ547087.1	DENV-1/US/BID-V2135/1992	Henn_2009	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ410186.1	DENV-1/US/BID-V2136/1992	Henn_2008	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ410187.1	DENV-1/US/BID-V2137/1992	Henn_2008	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ478458.1	DENV-1/US/BID-V2142/1987	Henn_2008	NCBI	1987-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1987	11	11	11
FJ410190.1	DENV-1/US/BID-V2143/1987	Henn_2008	NCBI	1987-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1987	11	11	11
FJ562106.1	DENV-1/US/BID-V2097/1986	Henn_2009	NCBI	1986-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1986	5	5	5
OA04	CAREC_817485	Allicock_2021	Yale	1981-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1981	1	1	1
DH041	CAREC_780572	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH041r	CAREC_780572_rerun	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH042	CAREC_780894	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH006	CAREC_777921	Ott_2021	Yale	1977-XX-XX	Bahamas	1	1_V	0	1	0	0	1977	1	1	1
DH028	PRS_228690	Ott_2021	Yale	1977-XX-XX	Jamaica	1	1_V	0	1	0	0	1977	1	1	1
OA02	CAREC_77932	Allicock_2021	Yale	1977-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1977	2	2	2
OA03	CAREC_7792302	Allicock_2021	Yale	1977-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1977	2	2	2
OA01	t73	Allicock_2021	Yale	1973-XX-XX	Trinidad-and-Tobago	1	1_III_related	0	1	0	0	1973	1	1	1
US/DB327/2022	230640	FL-DPH	CDC	2022-10-01	Puerto-Rico	1	1_V	0	1	0	1	2022	7	7	7
US/DB324/2022	230578	FL-DPH	CDC	2022-07-19	Cuba	1	1_V	0	1	0	1	2022	195	195	195
Yale-DN00748-1	220095	FL-DPH	Yale	2022-07-02	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00702-2	220009	FL-DPH	Yale	2022-05-16	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00700-1	220097	FL-DPH	Yale	2022-04-24	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00721-1	200398	FL-DPH	Yale	2019-12-05	Mexico	1	1_V	1	0	0	1	2019	7	7	7
Yale-DN00771-1	200384	FL-DPH	Yale	2019-10-23	Venezuela	1	1_V	1	0	0	1	2019	2	2	2
Yale-DN00760-1	200349	FL-DPH	Yale	2019-10-17	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00756-1	200298	FL-DPH	Yale	2019-10-08	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00754-2	200371	FL-DPH	Yale	2019-10-04	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00664	200353	FL-DPH	Yale	2019-10-02	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00654-1	200326	FL-DPH	Yale	2019-09-20	Florida(USA)	1	1_III_related	1	0	1	1	2019	5	5	5
Yale-DN00629	200265	FL-DPH	Yale	2019-09-10	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00619-1	200013	FL-DPH	Yale	2019-08-28	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00603	200282	FL-DPH	Yale	2019-08-23	Honduras	1	1_V	1	0	0	1	2019	4	4	4
Yale-DN00592	200305	FL-DPH	Yale	2019-08-18	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00593	200456	FL-DPH	Yale	2019-08-14	Haiti	1	1_V	1	1	0	1	2019	2	2	2
Yale-DN00568	200466	FL-DPH	Yale	2019-08-12	Haiti	1	1_V	1	1	0	1	2019	2	2	2
Yale-DN00569	200316	FL-DPH	Yale	2019-08-12	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00542-1	200151	FL-DPH	Yale	2019-07-17	Cambodia	1	1_I	1	0	0	1	2019	104	12	11
Yale-DN00544	200481	FL-DPH	Yale	2019-07-14	Nicaragua	1	1_I	1	0	0	1	2019	8	8	8
Yale-DN00565	200410	FL-DPH	Yale	2019-07-26	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00533	200256	FL-DPH	Yale	2019-07-04	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00482	200075	FL-DPH	Yale	2019-01-07	Venezuela	1	1_V	1	0	0	1	2019	2	2	2
Yale-DN00138-1	190512	FL-DPH	Yale	2018-07-05	Haiti	1	1_V	1	1	0	1	2018	1	1	1
Yale-DN00073	190316	FL-DPH	Yale	2016-07-12	Colombia	1	1_V	1	0	0	1	2016	3	3	3
Yale-DN00058	190112	FL-DPH	Yale	2016-03-15	Costa-Rica	1	1_V	1	0	0	1	2016	2	2	2
Yale-DN00355	190390	FL-DPH	Yale	2016-02-08	Brazil	1	1_V	1	0	0	1	2016	9	9	9
Yale-DN00201	190499	FL-DPH	Yale	2015-05-19	Brazil	1	1_V	1	0	0	1	2015	8	8	8
KT279761.2	Haiti/1207/2014	Elbadry_2015	NCBI	2014-11-27	Haiti	1	1_V	0	1	0	1	2014	4	4	4
Yale-DN00333	190317	FL-DPH	Yale	2013-09-21	Dominican-Republic	1	1_V	1	1	0	1	2013	1	1	1
Yale-DN00054	190535	FL-DPH	Yale	2013-08-29	Florida(USA)	1	1_V	1	0	1	1	2013	2	2	1
Yale-DN00033	190472	FL-DPH	Yale	2013-08-05	Puerto-Rico	1	1_V	1	1	0	1	2013	4	4	4
Yale-DN00243	190260	FL-DPH	Yale	2012-09-02	Jamaica	1	1_V	1	1	0	1	2012	2	1	2
Yale-DN00270	190278	FL-DPH	Yale	2012-08-16	Haiti	1	1_V	1	1	0	1	2012	2	1	2
Yale-DN00236	190454	FL-DPH	Yale	2010-11-20	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00273	190543	FL-DPH	Yale	2010-10-11	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00256	190066	FL-DPH	Yale	2010-08-27	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00284	190497	FL-DPH	Yale	2010-08-11	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00266	190234	FL-DPH	Yale	2010-08-06	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00221	190269	FL-DPH	Yale	2010-07-28	Dominican-Republic	1	1_V	1	1	0	1	2010	1	1	1
Yale-DN00232	190463	FL-DPH	Yale	2010-06-30	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
Yale-DN00240	190363	FL-DPH	Yale	2010-06-24	Florida(USA)	1	1_V	1	0	1	1	2010	8	7	7
OP895911.1	DENV_34_2021	Nagy_2022	NCBI	2021-01-XX	Saint-Martin	1	1_V	0	1	0	0	2021	2	2	2
OP895912.1	DENV_48_2021	Nagy_2022	NCBI	2021-01-XX	Saint-Martin	1	1_V	0	1	0	0	2021	2	2	2
Yale-DN00823-1	230540	FL-DPH	Yale	2022-08-28	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00793	230435	FL-DPH	Yale	2022-08-02	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00821	230557	FL-DPH	Yale	2022-09-01	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00846	230558	FL-DPH	Yale	2022-09-19	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00938	230449	FL-DPH	Yale	2022-12-03	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00966	220008	FL-DPH	Yale	2021-11-16	Cuba	1	1_V	1	1	0	1	2021	3	3	3
Yale-DN00976	220084	FL-DPH	Yale	2020-01-09	Bolivia	1	1_V	1	0	0	1	2020	2	2	2
Yale-DN00982	220125	FL-DPH	Yale	2020-11-25	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN00986	220147	FL-DPH	Yale	2020-12-18	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN00990	220177	FL-DPH	Yale	2022-06-23	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00992	220188	FL-DPH	Yale	2020-01-10	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN01011	220290	FL-DPH	Yale	2020-03-15	Bolivia	1	1_V	1	0	0	1	2020	2	2	2
Yale-DN01015	220215	FL-DPH	Yale	2022-06-17	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01016	220057	FL-DPH	Yale	2022-06-29	Brazil	1	1_V	1	0	0	1	2022	174	174	11
Yale-DN01019	220014	FL-DPH	Yale	2022-07-14	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01062	230355	FL-DPH	Yale	2022-12-07	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01066	230004	FL-DPH	Yale	2022-12-07	Mexico	1	1_V	1	0	0	1	2022	2	2	2
KY415992.1	Homo sapiens/Haiti-0078/2014	White_2017	NCBI	2014-06-11	Haiti	2	2_III	0	1	0	1	2014	4	4	4
KX702403.1	Haiti-1/2016	Iovine_2016	NCBI	2016-02-05	Haiti	2	2_III	0	1	0	1	2016	1	1	1
KF704354.1	Cuba_A15_1981	Rodriguez-Roche_2014	NCBI	1981-XX-XX	Cuba	2	2_IV	0	1	0	0	1981	5	5	5
KF704355.1	Cuba_A132_1981	Rodriguez-Roche_2014	NCBI	1981-XX-XX	Cuba	2	2_IV	0	1	0	0	1981	5	5	5
KF704356.1	Cuba_A115_1981	Rodriguez-Roche_2014	NCBI	1981-XX-XX	Cuba	2	2_IV	0	1	0	0	1981	5	5	5
KF704357.1	Cuba_A169_1981	Rodriguez-Roche_2014	NCBI	1981-XX-XX	Cuba	2	2_IV	0	1	0	0	1981	5	5	5
KF704358.1	Cuba_A35_1981	Rodriguez-Roche_2014	NCBI	1981-XX-XX	Cuba	2	2_IV	0	1	0	0	1981	5	5	5
KF955359.1	DENV-2/PR/BID-V586/2006	Zody_2014	NCBI	2006-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	2006	25	25	25
KF955360.1	DENV-2/PR/BID-V590/2006	Zody_2014	NCBI	2006-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	2006	25	25	25
KF955363.1	DENV-2/PR/BID-V856/1986	Zody_2014	NCBI	1986-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1986	5	5	5
KF955364.1	DENV-2/PR/BID-V1037/2006	Zody_2014	NCBI	2006-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	2006	25	25	25
KF955371.1	DENV-2/PR/BID-V1366/1994	Zody_2014	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
KF955372.1	DENV-2/PR/BID-V1406/1997	Zody_2014	NCBI	1997-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1997	10	10	10
KF955373.1	DENV-2/PR/BID-V1408/1997	Zody_2014	NCBI	1997-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1997	10	10	10
EU920836.1	MAR-Jun-05	Dussart_2014	NCBI	2005-06-XX	Martinique	2	2_III	0	1	0	0	2005	5	5	5
EU920837.1	MAR-Aug-05	Dussart_2014	NCBI	2005-08-XX	Martinique	2	2_III	0	1	0	0	2005	5	5	5
EU920839.1	MAR-Sep-05	Dussart_2014	NCBI	2005-09-XX	Martinique	2	2_III	0	1	0	0	2005	5	5	5
EU920841.1	MAR-Oct-05	Dussart_2014	NCBI	2005-10-XX	Martinique	2	2_III	0	1	0	0	2005	5	5	5
EU920843.1	MAR-Nov-05	Dussart_2014	NCBI	2005-11-XX	Martinique	2	2_III	0	1	0	0	2005	5	5	5
EU920849.1	GUA-Sep-06	Dussart_2014	NCBI	2006-09-XX	Guadeloupe	2	2_III	0	1	0	0	2006	2	2	2
EU920850.1	GUA-Oct-06	Dussart_2014	NCBI	2006-10-XX	Guadeloupe	2	2_III	0	1	0	0	2006	2	2	2
JX966380.1	DENV2-PR159	Khoo_2013	NCBI	1969-XX-XX	Puerto-Rico	2	2_I	0	1	0	0	1969	2	2	2
GQ398269.1	DENV-2/PR/50DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III_related	0	1	0	0	1994	58	58	58
GQ398270.1	DENV-2/PR/2DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398271.1	DENV-2/PR/15DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398272.1	DENV-2/PR/49DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398273.1	DENV-2/PR/8DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398274.1	DENV-2/PR/23DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398275.1	DENV-2/PR/33DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398276.1	DENV-2/PR/26DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398277.1	DENV-2/PR/38DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398278.1	DENV-2/PR/40DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398279.1	DENV-2/PR/24DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398280.1	DENV-2/PR/39DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398281.1	DENV-2/PR/27DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398282.1	DENV-2/PR/35DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398283.1	DENV-2/PR/37DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398284.1	DENV-2/PR/36DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398285.1	DENV-2/PR/12DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398286.1	DENV-2/PR/42DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398287.1	DENV-2/PR/46DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398288.1	DENV-2/PR/10DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398289.1	DENV-2/PR/30DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398290.1	DENV-2/PR/31DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398291.1	DENV-2/PR/29DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398292.1	DENV-2/PR/6DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398293.1	DENV-2/PR/43DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398294.1	DENV-2/PR/45DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398295.1	DENV-2/PR/14DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398296.1	DENV-2/PR/44DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398297.1	DENV-2/PR/21DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398298.1	DENV-2/PR/16DN/1995	Christenbury_2010	NCBI	1995-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1995	17	17	17
GQ398299.1	DENV-2/PR/25DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398300.1	DENV-2/PR/9DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398301.1	DENV-2/PR/17DN/1995	Christenbury_2010	NCBI	1995-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1995	17	17	17
GQ398302.1	DENV-2/PR/47DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398303.1	DENV-2/PR/34DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398304.1	DENV-2/PR/4DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398305.1	DENV-2/PR/5DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398306.1	DENV-2/PR/22DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
GQ398307.1	DENV-2/PR/19DN/1994	Christenbury_2010	NCBI	1994-XX-XX	Puerto-Rico	2	2_III	0	1	0	0	1994	58	58	58
