"","strain","Sample_ID","Sample_Source","Data_Source","date","Location","Serotype","Sero_Geno","yale","caribbean","florida","cmplt_date","year","n_obs","n_obs_date"
"199","KX225488.1","GZ8_59/S/Dongshan/2013/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"200","KX225489.1","GZ8_63/S/Liwan/2013/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"201","KX225490.1","GZ8_67/S/Baiyun/2013/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"202","KX225491.1","GZ8_A3795/M/GZ/2006/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"203","KX225492.1","GZ-11/M/GZ/2014/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"204","KX225493.1","GZ-12/M/GZ/2014/DEV1","Zhao_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"205","MH823207.1","JMB-059","Yohan_2019","NCBI","2015-XX-XX","Indonesia","1","1_I",0,0,0,0,"2015",2,1
"206","MH921566.1","PNG_2015c","Pyke_2018","NCBI","2015-XX-XX","Australia","1","1_IV",0,0,0,0,"2015",4,4
"207","MT832033.1","AB204803_D1_2_cp1","Fung_2021","NCBI","2015-XX-XX","Philippines","1","1_IV",0,0,0,0,"2015",5,4
"208","MT832034.1","AB204803_D1_2","Fung_2021","NCBI","2015-XX-XX","Philippines","1","1_IV",0,0,0,0,"2015",5,4
"209","KU094071.1","DENV1_China_SZ_2015","Du_2016","NCBI","2015-XX-XX","China","1","1_I_related",0,0,0,0,"2015",148,67
"210","MG840542.1","D1/China/GDsz/D15009/2015/Malaysia/","De_2019","NCBI","2015-XX-XX","China","1","1_III_related",0,0,0,0,"2015",148,67
"211","MG840543.1","D1/China/GDgz/D15014/2015","De_2019","NCBI","2015-XX-XX","China","1","1_III_related",0,0,0,0,"2015",148,67
"212","MG840544.1","D1/China/GDfs/D15025/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"213","MG840545.1","D1/China/GDzs/D15033/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"214","MG840546.1","D1/China/GDzs/D15045/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"215","MG840547.1","D1/China/GDzs/D15046/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"216","MG840548.1","D1/China/GDfs/D15121/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"217","MG840549.1","D1/China/GDsd/D15122/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"218","MG840550.1","D1/China/GDsd/D15123/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"219","MG840551.1","D1/China/GDsz/D15126/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"220","MG840552.1","D1/China/GDsd/D15125/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"221","MG840553.1","D1/China/GDgz/D15305/2015/SriLanka/","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"222","MG840554.1","D1/China/GDgz/D15308/2015/Malaysia/","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"223","MG840555.1","D1/China/GDsz/D15334/2015/Indonesia/","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"224","MG840556.1","D1/China/GDsz/D15335/2015/dg/","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"225","MG840557.1","D1/China/GDst/D15340/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"226","MG840558.1","D1/China/GDhz/D15349/2015/Vietnam/","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"227","MG840559.1","D1/China/GDst/D15350/2015//","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"228","MG840560.1","D1/China/GDcz/D15446/2015","De_2019","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"229","KT827378.1","GZ/13986/D1/2015","Bai_2017","NCBI","2015-XX-XX","China","1","1_III_related",0,0,0,0,"2015",148,67
"230","KT827379.1","GZ/14828/D1/2015","Bai_2017","NCBI","2015-XX-XX","China","1","1_I",0,0,0,0,"2015",148,67
"231","MZ857216.1","KAJP17_DENV1_Eritrea_Eastern.Africa_2015","Alfsnes_2021","NCBI","2015-XX-XX","Eritrea","1","1_III_related",0,0,0,0,"2015",1,1
"232","MF033241.1","52742","Koo_2018","NCBI","2015-12-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"233","MT397276.1","DENV1/KUF31","Punpapong_2020","NCBI","2015-11-XX","Thailand","1","1_I",0,0,0,0,"2015",5,5
"234","MT397277.1","DENV1/KUF35","Punpapong_2020","NCBI","2015-11-XX","Thailand","1","1_I",0,0,0,0,"2015",5,5
"235","LC652827.1","Th15-DV1-TM002","Poltep_2022","NCBI","2015-11-XX","Thailand","1","1_I",0,0,0,0,"2015",5,5
"236","LC652828.1","Th15-DV1-TM014","Poltep_2022","NCBI","2015-11-XX","Thailand","1","1_I",0,0,0,0,"2015",5,5
"237","MZ343259.1","Ciudad_Juarez","Palermo_2021","NCBI","2015-11-XX","Mexico","1","1_V",0,0,0,0,"2015",1,1
"238","MF033239.1","44137","Koo_2018","NCBI","2015-11-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"239","MF033240.1","46407","Koo_2018","NCBI","2015-11-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"240","MF033238.1","29793","Koo_2018","NCBI","2015-07-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"241","MF033242.1","30014","Koo_2018","NCBI","2015-07-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"242","MF033237.1","22125","Koo_2018","NCBI","2015-06-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"243","MF033235.1","13250","Koo_2018","NCBI","2015-04-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"244","MF033236.1","14455","Koo_2018","NCBI","2015-04-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"245","MT076934.1","CFA346","Shah_2020","NCBI","2015-03-XX","Kenya","1","1_II",0,0,0,0,"2015",5,5
"246","MT076935.1","CFA348","Shah_2020","NCBI","2015-03-XX","Kenya","1","1_II",0,0,0,0,"2015",5,5
"247","MF033228.1","10760","Koo_2018","NCBI","2015-03-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"248","MF033231.1","9076","Koo_2018","NCBI","2015-03-XX","Singapore","1","1_IV",0,0,0,0,"2015",36,36
"249","MF033232.1","9063","Koo_2018","NCBI","2015-03-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"250","MF033233.1","11777","Koo_2018","NCBI","2015-03-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"251","KY921902.1","SG/EHI/D1/10760Y15","Hapuarachchi_2017","NCBI","2015-03-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"252","MF033229.1","6038","Koo_2018","NCBI","2015-02-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"253","MF033230.1","8355","Koo_2018","NCBI","2015-02-XX","Singapore","1","1_I",0,0,0,0,"2015",36,36
"254","MF033234.1","5044","Koo_2018","NCBI","2015-02-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"255","MF033227.1","3329","Koo_2018","NCBI","2015-01-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"256","KY921903.1","SG/EHI/D1/03329Y15","Hapuarachchi_2017","NCBI","2015-01-XX","Singapore","1","1_III_related",0,0,0,0,"2015",36,36
"257","MH271402.1","DV1A/China/GDgz/14223/2014","Zou_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"258","MH271403.1","DV1B/China/GDgz/14234/2014","Zou_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"259","MH271404.1","DV1C/China/GDgz/14629/2014","Zou_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"260","MH271405.1","DV1D/China/GDfs/14264/2014","Zou_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"261","MH271406.1","DV1E/China/GDgz/14243/2014","Zou_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"262","KX459386.1","Gz-2/M/GZ/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"263","KX459387.1","GZ-6/M/GZ/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"264","KX459388.1","Gz-7/M/GZ/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"265","KX459389.1","GZ8_44/S/Tianhe/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"266","KX459390.1","GZ8_48/S/Yuexiu/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"267","KX459391.1","GZ8_50/S/Zengcheng/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"268","KX459392.1","GZ8_81/S/Panyu/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"269","KX621249.1","GZ-4/M/GZ/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"270","KX621250.1","GZ8_46/S/Haizhu/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"271","KX621252.1","GZ8_84/S/GZ/2014/DEV1","Zhao_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"272","KP723473.1","DENV1/CN/GZ27/2014","Zhao_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"273","KP723476.1","DENV1/CN/GZ35/2014","Zhao_2015","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"274","KT187560.1","DENV1/CN/GZDF874/2014","Zhan_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"275","KT187561.1","DENV1/CN/GZDF876/2014","Zhan_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"276","KT187562.1","DENV1/CN/GZDF982/2014","Zhan_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"277","KU365900.1","D1/Taiwan/806KH1405a","Yang_2016","NCBI","2014-XX-XX","Taiwan","1","1_I",0,0,0,0,"2014",1,1
"278","KR024705.1","Wuhan-Human-1","Wang_2016","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"279","KR024706.1","Wuhan-Human-2","Wang_2016","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"280","KR024707.1","Wuhan-Human-3","Wang_2016","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"281","KR024708.1","Wenzhou-Human-1","Wang_2016","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"282","KR071622.1","Hb25/CHN/2014","Wang_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"283","KR052012.1","Hb33/CHN/2014","Wang_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"284","KX618705.1","UOH_21749","Vaddadi_2018","NCBI","2014-XX-XX","India","1","1_III_related",0,0,0,0,"2014",12,6
"285","KX618706.1","3083","Vaddadi_2018","NCBI","2014-XX-XX","India","1","1_III_related",0,0,0,0,"2014",12,6
"286","KY474303.1","TD-00044-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","1","1_V",0,0,0,0,"2014",35,33
"287","KY474304.1","TD-00043-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","1","1_V",0,0,0,0,"2014",35,33
"288","KY474305.1","00099-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","1","1_V",0,0,0,0,"2014",35,33
"289","KY474306.1","TD-00087-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","1","1_V",0,0,0,0,"2014",35,33
"290","KY474307.1","TD-00061-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","1","1_V",0,0,0,0,"2014",35,33
"291","KR919820.1","Brun2014","Pyke_2016","NCBI","2014-XX-XX","Brunei","1","1_unassigned",0,0,0,0,"2014",1,1
"292","KJ806959.2","SG/EHI/D1/07771Y14","Ng_2015","NCBI","2014-XX-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"293","KJ806961.2","SG/EHI/D1/01963Y14","Ng_2015","NCBI","2014-XX-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"294","KJ806963.2","SG/EHI/D1/07211Y14","Ng_2015","NCBI","2014-XX-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"295","KP398852.1","DK87","Murugananthan_2015","NCBI","2014-XX-XX","Sri-Lanka","1","1_I",0,0,0,0,"2014",1,1
"296","KX620451.1","LRY-N/M/SZ/2014/DEV1","Ma_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"297","KX620452.1","Sz-1/M/SZ/2014/DEV1","Ma_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"298","KX620453.1","Sz-8/M/SZ/2014/DEV1","Ma_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"299","KX620454.1","Sz-9/M/SZ/2014/DEV1","Ma_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"300","KX620455.1","Sz-25/M/SZ/2014/DEV1","Ma_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"301","KT187559.1","DENV1/CN/GZDF780/2014","Li_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"302","KT187563.1","DENV1/CN/GZDF696/2014","Li_2015","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"303","KT187564.1","DENV1/CN/GZDF716/2014","Li_2015","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"304","MW945814.1","00554/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"305","MW945935.1","00634/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"306","MW945942.1","00572/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"307","MW945943.1","00725/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"308","MW945945.1","00624/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"309","MW945946.1","00559/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"310","MW945959.1","00213/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"311","MW945982.1","00444/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"312","MW946129.1","00485/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"313","MW946238.1","00738/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"314","MW946252.1","00758/14","Katzelnick_2021","NCBI","2014-XX-XX","Thailand","1","1_I",0,0,0,0,"2014",41,39
"315","KX224261.2","SG/EHI/D1/38043Y14","Hapuarachchi_2016","NCBI","2014-XX-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"316","KX224263.2","SG/EHI/D1/38903Y14","Hapuarachchi_2016","NCBI","2014-XX-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"317","MZ008452.1","D1/NI/1735_1E/2014","Edgerton_2021","NCBI","2014-XX-XX","Nicaragua","1","1_V",0,0,0,0,"2014",4,4
"318","MG840530.1","D1/China/GDfs/D14001/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"319","MG840531.1","D1/China/GDdg/D14002/2014","De_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"320","MG840532.1","D1/China/GDyj/D14016/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"321","MG840533.1","D1/China/GDjm/D14019/2014","De_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"322","MG840534.1","D1/China/GDgz/D14063/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"323","MG840535.1","D1/China/GDyf/D14068/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"324","MG840536.1","D1/China/GDmm/D14088/2014","De_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"325","MG840537.1","D1/China/GDzs/D14117/2014","De_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"326","MG840538.1","D1/China/GDgz/D14127/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"327","MG840539.1","D1/China/GDqy/D14156/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"328","MG840540.1","D1/China/GDfs/D14173/2014","De_2019","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"329","MG840541.1","D1/China/GDgz/D14223/2014","De_2019","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"330","KT827371.1","GZ/33462/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"331","KT827372.1","GZ/35293/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"332","KT827373.1","GZ/34502/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"333","KT827374.1","GZ/26977/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"334","KT827375.1","GZ/31358/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"335","KT827376.1","GZ/33754/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_I",0,0,0,0,"2014",167,73
"336","KT827377.1","GZ/33206/D1/2014","Bai_2017","NCBI","2014-XX-XX","China","1","1_III_related",0,0,0,0,"2014",167,73
"337","OA11","ve405","Allicock_2021","Yale","2014-XX-XX","Trinidad-and-Tobago","1","1_V",0,1,0,0,"2014",2,2
"338","OA12","ve4012","Allicock_2021","Yale","2014-XX-XX","Trinidad-and-Tobago","1","1_V",0,1,0,0,"2014",2,2
"339","MH048669.1","MS13004070","Idris_2020","NCBI","2014-12-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"340","MH048670.1","MS12007135","Idris_2020","NCBI","2014-12-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"341","KR028435.1","DENV-1/GZ/ZW-0802/2014","Zhao_2015","NCBI","2014-10-XX","China","1","1_I",0,0,0,0,"2014",167,73
"342","KP772252.1","Hb22/CHN/2014","Wang_2015","NCBI","2014-09-XX","China","1","1_I",0,0,0,0,"2014",167,73
"343","LC011947.1","D1/Hu/Tokyo/NIID149/2014","Tajima_2014","NCBI","2014-09-XX","Japan","1","1_I",0,0,0,0,"2014",17,4
"344","LC011948.1","D1/Hu/Chiba/NIID153/2014","Tajima_2014","NCBI","2014-09-XX","Japan","1","1_I",0,0,0,0,"2014",17,4
"345","LC011949.1","D1/Hu/Shizuoka/NIID181/2014","Tajima_2014","NCBI","2014-09-XX","Japan","1","1_I",0,0,0,0,"2014",17,4
"346","MF033226.1","38661","Koo_2018","NCBI","2014-09-XX","Singapore","1","1_III_related",0,0,0,0,"2014",48,48
"347","KT831765.1","BO15/14","Churrotin_2016","NCBI","2014-09-XX","Indonesia","1","1_I",0,0,0,0,"2014",4,3
"348","LC011946.1","D1/Hu/Tokyo/NIID111/2014","Tajima_2014","NCBI","2014-08-XX","Japan","1","1_I",0,0,0,0,"2014",17,4
"349","MF033225.1","33084","Koo_2018","NCBI","2014-08-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"350","MT076932.1","CFA193","Shah_2020","NCBI","2014-07-XX","Kenya","1","1_II",0,0,0,0,"2014",8,3
"351","MT076933.1","CFA201","Shah_2020","NCBI","2014-07-XX","Kenya","1","1_II",0,0,0,0,"2014",8,3
"352","MG097876.1","SG/EHI/D1/30889Y14","Koo_2019","NCBI","2014-07-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"353","MF033221.1","28041","Koo_2018","NCBI","2014-07-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"354","MF033222.1","30629","Koo_2018","NCBI","2014-07-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"355","MF033223.1","31633","Koo_2018","NCBI","2014-07-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"356","MF033224.1","31741","Koo_2018","NCBI","2014-07-XX","Singapore","1","1_III_related",0,0,0,0,"2014",48,48
"357","MF033218.1","23136","Koo_2018","NCBI","2014-06-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"358","MF033219.1","23771","Koo_2018","NCBI","2014-06-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"359","MF033220.1","25333","Koo_2018","NCBI","2014-06-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"360","MF033216.1","20587","Koo_2018","NCBI","2014-05-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"361","MF033217.1","21653","Koo_2018","NCBI","2014-05-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"362","MF033215.1","9200","Koo_2018","NCBI","2014-03-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"363","MF033213.1","5538","Koo_2018","NCBI","2014-02-XX","Singapore","1","1_III_related",0,0,0,0,"2014",48,48
"364","MF033214.1","7724","Koo_2018","NCBI","2014-02-XX","Singapore","1","1_I",0,0,0,0,"2014",48,48
"365","KU666943.1","TM242","Dhanoa_2016","NCBI","2014-02-XX","Malaysia","1","1_III_related",0,0,0,0,"2014",75,75
"366","KX452050.1","TM19","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"367","KX452051.1","TM23","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"368","KX452052.1","TM27","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"369","KX452053.1","TM30","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"370","KX452054.1","TM32","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"371","KX452055.1","TM45","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"372","KX452056.1","TM70","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"373","KX452057.1","TM71","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"374","KX452058.1","TM79","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"375","KX452059.1","TM80","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"376","KX452060.1","TM85","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"377","KX452061.1","TM118","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"378","KX452062.1","TM150","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"379","KX452063.1","TM188","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"380","KX452064.1","TM236","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"381","KX452065.1","TM248","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"382","KX452066.1","TM301","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_III_related",0,0,0,0,"2014",75,75
"383","KX452067.1","TM385","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"384","KX452068.1","TM245","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"385","KU666939.1","TM24","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"386","KU666940.1","TM50","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"387","KU666941.1","TM99","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"388","KU666942.1","TM100","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","1","1_I",0,0,0,0,"2014",75,75
"389","KX621251.1","GZ8_55/S/Baiyun/2013/DEV1","Zhao_2017","NCBI","2013-XX-XX","China","1","1_I",0,0,0,0,"2013",61,18
"390","KJ438293.1","GZ10","Yang_2014","NCBI","2013-XX-XX","China","1","1_I",0,0,0,0,"2013",61,18
"391","KJ438296.1","GZ27","Yang_2014","NCBI","2013-XX-XX","China","1","1_I",0,0,0,0,"2013",61,18
"392","KX380803.1","D1/SG/CT45/2013","Sung_2016","NCBI","2013-XX-XX","Singapore","1","1_III_related",0,0,0,0,"2013",131,131
"393","KX380804.1","D1/SG/CT47/2013","Sung_2016","NCBI","2013-XX-XX","Singapore","1","1_III_related",0,0,0,0,"2013",131,131
"394","KX380805.1","D1/SG/CT48/2013","Sung_2016","NCBI","2013-XX-XX","Singapore","1","1_III_related",0,0,0,0,"2013",131,131
